invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,revenue,transaction_type
553549,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,1,2011-05-17 16:09:00,5.79,,United Kingdom,5.79,Sale
546896,21786,POLKADOT RAIN HAT ,2,2011-03-17 18:24:00,0.83,,United Kingdom,1.66,Sale
553148,22963,JAM JAR WITH GREEN LID,12,2011-05-13 14:09:00,0.85,,Hong Kong,10.2,Sale
580115,23077,DOUGHNUT LIP GLOSS ,2,2011-12-01 16:22:00,2.46,,United Kingdom,4.92,Sale
544795,22859,EASTER TIN BUNNY BOUQUET,2,2011-02-23 13:21:00,1.65,15858.0,United Kingdom,3.3,Sale
542536,84692,BOX OF 24 COCKTAIL PARASOLS,6,2011-01-28 13:37:00,1.63,,United Kingdom,9.78,Sale
537047,22080,RIBBON REEL POLKADOTS ,1,2010-12-05 11:02:00,1.65,13069.0,United Kingdom,1.65,Sale
576899,22697,GREEN REGENCY TEACUP AND SAUCER,18,2011-11-17 08:49:00,2.95,14911.0,EIRE,53.1,Sale
577078,22065,CHRISTMAS PUDDING TRINKET POT ,3,2011-11-17 15:17:00,1.63,,United Kingdom,4.89,Sale
541658,85099F,JUMBO BAG STRAWBERRY,1,2011-01-20 12:16:00,1.95,15529.0,United Kingdom,1.95,Sale
542622,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,2011-01-31 09:09:00,1.63,,United Kingdom,1.63,Sale
576927,22630,DOLLY GIRL LUNCH BOX,12,2011-11-17 11:02:00,1.95,12567.0,France,23.4,Sale
569651,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,2011-10-05 12:49:00,4.65,14534.0,United Kingdom,4.65,Sale
561878,22217,T-LIGHT HOLDER HANGING LACE,8,2011-07-31 12:34:00,1.25,17388.0,United Kingdom,10.0,Sale
575336,16218,CARTOON  PENCIL SHARPENERS,15,2011-11-09 13:58:00,0.06,14968.0,United Kingdom,0.8999999999999999,Sale
577180,21931,JUMBO STORAGE BAG SUKI,20,2011-11-18 11:27:00,2.08,12380.0,Belgium,41.6,Sale
540504,15056P,EDWARDIAN PARASOL PINK,4,2011-01-09 11:02:00,5.95,13668.0,United Kingdom,23.8,Sale
572294,23209,LUNCH BAG VINTAGE DOILY ,5,2011-10-23 13:10:00,1.65,13471.0,United Kingdom,8.25,Sale
540238,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",1,2011-01-05 14:44:00,0.85,,United Kingdom,0.85,Sale
566561,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-09-13 12:13:00,1.65,18145.0,United Kingdom,16.5,Sale
581578,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,2011-12-09 12:16:00,4.15,12713.0,Germany,33.2,Sale
578675,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-11-24 18:13:00,2.95,14756.0,United Kingdom,35.400000000000006,Sale
572897,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-10-26 14:42:00,12.46,,United Kingdom,24.92,Sale
564857,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,2011-08-31 09:23:00,0.83,,United Kingdom,0.83,Sale
546028,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-03-09 08:33:00,7.95,17049.0,United Kingdom,15.9,Sale
572726,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,2011-10-25 15:19:00,2.55,16056.0,United Kingdom,15.3,Sale
543193,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-02-04 12:18:00,3.75,13725.0,United Kingdom,15.0,Sale
536592,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3,2010-12-01 17:06:00,2.51,,United Kingdom,7.529999999999999,Sale
565781,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-09-06 15:34:00,1.45,13098.0,United Kingdom,17.4,Sale
578949,85099B,JUMBO BAG RED RETROSPOT,1,2011-11-27 14:30:00,2.08,14954.0,United Kingdom,2.08,Sale
578265,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-11-23 13:28:00,5.95,13018.0,United Kingdom,17.85,Sale
562101,20719,WOODLAND CHARLOTTE BAG,10,2011-08-02 14:04:00,0.85,13850.0,United Kingdom,8.5,Sale
568719,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1,2011-09-28 16:19:00,2.46,,United Kingdom,2.46,Sale
553004,23202,JUMBO BAG VINTAGE LEAF,10,2011-05-12 16:11:00,2.08,17764.0,United Kingdom,20.8,Sale
563538,23107,WHITE HEARTS WIRE PLANT POT HOLDER,1,2011-08-17 11:48:00,2.89,17841.0,United Kingdom,2.89,Sale
568657,23285,PINK VINTAGE SPOT BEAKER,1,2011-09-28 12:22:00,0.85,16460.0,United Kingdom,0.85,Sale
569137,21328,BALLOONS  WRITING SET ,3,2011-09-30 14:45:00,3.29,,United Kingdom,9.87,Sale
542255,21071,VINTAGE BILLBOARD DRINK ME MUG,2,2011-01-26 16:43:00,2.46,,United Kingdom,4.92,Sale
548714,22582,PACK OF 6 SWEETIE GIFT BOXES,1,2011-04-03 15:07:00,2.55,17337.0,United Kingdom,2.55,Sale
558774,20727,LUNCH BAG  BLACK SKULL.,2,2011-07-04 10:17:00,4.13,,United Kingdom,8.26,Sale
568915,23100,SILVER BELLS TABLE DECORATION,12,2011-09-29 13:56:00,1.25,14948.0,United Kingdom,15.0,Sale
566255,23174,REGENCY SUGAR BOWL GREEN,24,2011-09-11 12:23:00,3.75,13324.0,United Kingdom,90.0,Sale
577542,23419,HOME SWEET HOME BOTTLE ,3,2011-11-20 14:33:00,2.08,13565.0,United Kingdom,6.24,Sale
570168,21094,SET/6 RED SPOTTY PAPER PLATES,10,2011-10-07 14:05:00,0.85,17596.0,United Kingdom,8.5,Sale
544812,21846,PINK DIAMANTE PEN IN GIFT BOX,1,2011-02-23 15:58:00,4.13,,United Kingdom,4.13,Sale
548780,22986,GINGHAM ROSE WRAP,25,2011-04-04 12:37:00,0.42,13294.0,United Kingdom,10.5,Sale
557570,20767,BLUE PAISLEY JOURNAL ,1,2011-06-21 10:48:00,2.55,15998.0,United Kingdom,2.55,Sale
541221,22551,PLASTERS IN TIN SPACEBOY,1,2011-01-14 14:28:00,3.29,,United Kingdom,3.29,Sale
536787,84406B,CREAM CUPID HEARTS COAT HANGER,8,2010-12-02 15:24:00,2.75,17850.0,United Kingdom,22.0,Sale
562562,23182,TOILET SIGN OCCUPIED OR VACANT,20,2011-08-05 17:43:00,0.83,16271.0,United Kingdom,16.599999999999998,Sale
551944,84946,ANTIQUE SILVER T-LIGHT GLASS,24,2011-05-05 11:08:00,1.25,14553.0,United Kingdom,30.0,Sale
563933,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-08-21 15:54:00,8.95,16536.0,United Kingdom,17.9,Sale
539718,85114B,IVORY ENCHANTED FOREST PLACEMAT,3,2010-12-21 13:06:00,3.36,,United Kingdom,10.08,Sale
569479,23349,ROLL WRAP VINTAGE CHRISTMAS,72,2011-10-04 12:41:00,1.04,13408.0,United Kingdom,74.88,Sale
565234,15058B,PINK POLKADOT GARDEN PARASOL,1,2011-09-02 09:38:00,10.79,,United Kingdom,10.79,Sale
581219,22029,SPACEBOY BIRTHDAY CARD,3,2011-12-08 09:28:00,0.83,,United Kingdom,2.49,Sale
551351,84978,HANGING HEART JAR T-LIGHT HOLDER,36,2011-04-28 10:20:00,1.06,14298.0,United Kingdom,38.16,Sale
573340,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,3,2011-10-30 11:55:00,0.39,14159.0,United Kingdom,1.17,Sale
564342,21374,MIRRORED WALL ART SKULLS,2,2011-08-24 14:53:00,1.25,16340.0,United Kingdom,2.5,Sale
554160,23182,TOILET SIGN OCCUPIED OR VACANT,1,2011-05-23 11:49:00,0.83,17841.0,United Kingdom,0.83,Sale
557305,21429,RED GINGHAM ROSE JEWELLERY BOX,1,2011-06-19 14:42:00,1.95,13568.0,United Kingdom,1.95,Sale
537405,15044C,PURPLE PAPER PARASOL,1,2010-12-06 14:51:00,2.95,17841.0,United Kingdom,2.95,Sale
575130,23497,CLASSIC CHROME BICYCLE BELL ,2,2011-11-08 14:38:00,1.45,,United Kingdom,2.9,Sale
566091,22713,CARD I LOVE LONDON ,12,2011-09-09 10:37:00,0.42,17870.0,United Kingdom,5.04,Sale
557315,20828,GLITTER BUTTERFLY CLIPS,4,2011-06-19 16:02:00,2.55,15535.0,United Kingdom,10.2,Sale
572758,21181,PLEASE ONE PERSON METAL SIGN,2,2011-10-25 18:39:00,4.13,,United Kingdom,8.26,Sale
546246,48185,DOORMAT FAIRY CAKE,2,2011-03-10 13:28:00,7.95,14841.0,United Kingdom,15.9,Sale
572069,21914,BLUE HARMONICA IN BOX ,12,2011-10-20 13:24:00,1.25,14911.0,EIRE,15.0,Sale
542932,22151,PLACE SETTING WHITE HEART,24,2011-02-02 10:54:00,0.42,13089.0,United Kingdom,10.08,Sale
565122,23313,VINTAGE CHRISTMAS BUNTING,1,2011-09-01 11:48:00,4.95,13069.0,United Kingdom,4.95,Sale
565617,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1,2011-09-05 15:30:00,2.46,,United Kingdom,2.46,Sale
580385,22632,HAND WARMER RED RETROSPOT,3,2011-12-04 10:11:00,2.1,16326.0,United Kingdom,6.300000000000001,Sale
556038,22066,LOVE HEART TRINKET POT,6,2011-06-08 12:38:00,0.39,13184.0,United Kingdom,2.34,Sale
541975,22554,PLASTERS IN TIN WOODLAND ANIMALS,36,2011-01-24 14:24:00,1.65,,Hong Kong,59.4,Sale
560773,20772,GARDEN PATH JOURNAL,2,2011-07-20 16:17:00,2.46,,United Kingdom,4.92,Sale
568311,22766,PHOTO FRAME CORNICE,1,2011-09-26 12:53:00,2.95,17287.0,United Kingdom,2.95,Sale
544434,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2,2011-02-18 16:12:00,4.13,,United Kingdom,8.26,Sale
567184,23156,SET OF 5 MINI GROCERY MAGNETS,2,2011-09-18 15:41:00,2.08,16033.0,United Kingdom,4.16,Sale
537839,22142,CHRISTMAS CRAFT WHITE FAIRY ,1,2010-12-08 15:02:00,1.45,,United Kingdom,1.45,Sale
540954,20652,BLUE POLKADOT LUGGAGE TAG ,1,2011-01-12 13:19:00,1.25,14606.0,United Kingdom,1.25,Sale
576911,23319,BOX OF 6 MINI 50'S CRACKERS,3,2011-11-17 10:01:00,2.49,17461.0,United Kingdom,7.470000000000001,Sale
569246,22948,METAL DECORATION NAUGHTY CHILDREN ,4,2011-10-03 09:57:00,1.66,14096.0,United Kingdom,6.64,Sale
545937,22630,DOLLY GIRL LUNCH BOX,12,2011-03-08 12:05:00,1.95,12758.0,Portugal,23.4,Sale
576890,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,2011-11-16 17:25:00,3.75,12662.0,Germany,15.0,Sale
575477,23240,SET OF 4 KNICK KNACK TINS DOILY ,1,2011-11-09 16:14:00,8.29,,United Kingdom,8.29,Sale
539337,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2010-12-17 10:46:00,0.55,,EIRE,13.2,Sale
542791,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-02-01 10:47:00,1.95,15039.0,United Kingdom,19.5,Sale
572331,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,32,2011-10-24 10:18:00,0.83,16491.0,United Kingdom,26.56,Sale
571850,23451,SQUARE MINI PORTRAIT FRAME,2,2011-10-19 12:54:00,1.95,14698.0,United Kingdom,3.9,Sale
562417,23051,RECYCLED ACAPULCO MAT BLUE,1,2011-08-04 16:32:00,16.63,,United Kingdom,16.63,Sale
572093,23127,FELTCRAFT GIRL NICOLE KIT,4,2011-10-20 14:51:00,4.95,15121.0,United Kingdom,19.8,Sale
568828,21790,VINTAGE SNAP CARDS,12,2011-09-29 11:31:00,0.85,15175.0,United Kingdom,10.2,Sale
537666,21813,GARLAND WITH STARS AND BELLS,2,2010-12-07 18:36:00,10.17,,United Kingdom,20.34,Sale
536532,22494,EMERGENCY FIRST AID TIN ,24,2010-12-01 13:24:00,1.25,12433.0,Norway,30.0,Sale
579297,22197,POPCORN HOLDER,20,2011-11-29 11:23:00,1.63,,United Kingdom,32.599999999999994,Sale
571082,21452,TOADSTOOL MONEY BOX,1,2011-10-13 15:25:00,5.79,,United Kingdom,5.79,Sale
580986,22027,TEA PARTY BIRTHDAY CARD,12,2011-12-06 16:34:00,0.42,12650.0,France,5.04,Sale
575687,22142,CHRISTMAS CRAFT WHITE FAIRY ,24,2011-11-10 16:03:00,1.45,16126.0,United Kingdom,34.8,Sale
574561,22602,RETROSPOT WOODEN HEART DECORATION,2,2011-11-04 15:52:00,1.63,,United Kingdom,3.26,Sale
545601,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-03-04 11:49:00,4.95,15827.0,United Kingdom,14.85,Sale
553385,22383,LUNCH BAG SUKI DESIGN ,2,2011-05-16 15:53:00,1.65,16710.0,United Kingdom,3.3,Sale
572896,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-10-26 14:41:00,2.95,12456.0,Switzerland,23.6,Sale
542664,21171,BATHROOM METAL SIGN ,1,2011-01-31 12:14:00,3.29,,United Kingdom,3.29,Sale
563349,85014A,BLACK/BLUE POLKADOT UMBRELLA,1,2011-08-15 13:51:00,5.95,14623.0,United Kingdom,5.95,Sale
549985,22434,BALLOON PUMP WITH 10 BALLOONS,16,2011-04-13 15:58:00,1.95,15640.0,United Kingdom,31.2,Sale
563022,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2011-08-11 13:34:00,0.42,17248.0,United Kingdom,0.84,Sale
541104,85094,CANDY SPOT EGG WARMER RABBIT,4,2011-01-13 14:29:00,0.83,,United Kingdom,3.32,Sale
566734,22427,ENAMEL FLOWER JUG CREAM,1,2011-09-14 14:09:00,5.95,16910.0,United Kingdom,5.95,Sale
576618,22405,MONEY BOX POCKET MONEY DESIGN,1,2011-11-15 17:00:00,2.46,,United Kingdom,2.46,Sale
543448,22423,REGENCY CAKESTAND 3 TIER,11,2011-02-08 12:12:00,24.96,,United Kingdom,274.56,Sale
543196,16219,HOUSE SHAPE PENCIL SHARPENER,12,2011-02-04 12:29:00,0.21,13309.0,United Kingdom,2.52,Sale
569228,22561,WOODEN SCHOOL COLOURING SET,3,2011-10-02 14:47:00,1.65,15547.0,United Kingdom,4.949999999999999,Sale
543467,22251,BIRDHOUSE DECORATION MAGIC GARDEN,1,2011-02-08 14:35:00,2.46,,United Kingdom,2.46,Sale
536638,84991,60 TEATIME FAIRY CAKE CASES,24,2010-12-02 11:41:00,0.55,16244.0,United Kingdom,13.2,Sale
541711,22344,PARTY PIZZA DISH PINK POLKADOT,24,2011-01-21 11:18:00,0.21,14646.0,Netherlands,5.04,Sale
546544,21900,"KEY FOB , SHED",24,2011-03-14 15:41:00,0.65,16570.0,United Kingdom,15.6,Sale
572550,23160,REGENCY TEA SPOON,4,2011-10-24 17:06:00,2.46,,United Kingdom,9.84,Sale
549126,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-04-06 14:23:00,9.95,16031.0,United Kingdom,9.95,Sale
563076,20971,PINK BLUE FELT CRAFT TRINKET BOX,144,2011-08-11 16:12:00,1.06,14646.0,Netherlands,152.64,Sale
571548,35970,ZINC FOLKART SLEIGH BELLS,72,2011-10-18 07:56:00,1.49,15505.0,United Kingdom,107.28,Sale
540480,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-01-07 15:27:00,2.95,12480.0,Germany,35.400000000000006,Sale
580160,22299,PIG KEYRING WITH LIGHT & SOUND ,48,2011-12-02 10:47:00,1.25,12700.0,France,60.0,Sale
562772,23298,SPOTTY BUNTING,4,2011-08-09 12:07:00,4.95,13097.0,United Kingdom,19.8,Sale
570719,84508B,STRIPES DESIGN TEDDY,2,2011-10-12 10:45:00,2.55,17913.0,United Kingdom,5.1,Sale
544586,79000,MOROCCAN TEA GLASS,12,2011-02-21 15:04:00,0.85,17338.0,United Kingdom,10.2,Sale
562964,23226,FILIGREE HEART DAISY WHITE,24,2011-08-11 10:29:00,1.25,13488.0,United Kingdom,30.0,Sale
540994,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,2011-01-13 09:29:00,0.85,13089.0,United Kingdom,10.2,Sale
572217,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-10-21 13:03:00,1.25,15311.0,United Kingdom,1.25,Sale
539436,22968,ROSE COTTAGE KEEPSAKE BOX ,2,2010-12-17 14:49:00,20.38,,United Kingdom,40.76,Sale
545477,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-03-03 11:07:00,2.95,14573.0,United Kingdom,2.95,Sale
566025,23406,HOME SWEET HOME KEY HOLDER,1,2011-09-08 12:55:00,6.25,17634.0,United Kingdom,6.25,Sale
578022,23367,SET 12 COLOUR PENCILS SPACEBOY ,1,2011-11-22 13:25:00,0.65,17371.0,United Kingdom,0.65,Sale
567882,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-09-22 15:03:00,0.85,12906.0,United Kingdom,10.2,Sale
543534,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-02-09 13:25:00,0.55,13590.0,United Kingdom,13.2,Sale
569110,23209,LUNCH BAG VINTAGE DOILY ,10,2011-09-30 12:44:00,1.65,17675.0,United Kingdom,16.5,Sale
555560,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2011-06-05 14:20:00,4.25,17346.0,United Kingdom,4.25,Sale
554630,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,8,2011-05-25 11:34:00,0.42,13268.0,United Kingdom,3.36,Sale
569105,85099B,JUMBO BAG RED RETROSPOT,2,2011-09-30 12:35:00,2.08,16729.0,United Kingdom,4.16,Sale
575875,47593B,SCOTTIE DOGS BABY BIB,5,2011-11-11 13:06:00,0.83,,United Kingdom,4.15,Sale
575739,22340,NOEL GARLAND PAINTED ZINC ,14,2011-11-11 09:05:00,0.83,,United Kingdom,11.62,Sale
556905,85175,CACTI T-LIGHT CANDLES,16,2011-06-15 13:05:00,0.42,16904.0,United Kingdom,6.72,Sale
554489,22614,PACK OF 12 SPACEBOY TISSUES,24,2011-05-24 13:46:00,0.29,17272.0,United Kingdom,6.959999999999999,Sale
573311,22535,MAGIC DRAWING SLATE BUNNIES ,2,2011-10-28 16:45:00,0.42,14071.0,United Kingdom,0.84,Sale
578067,85032C,CURIOUS IMAGES GIFT WRAP SET,1,2011-11-22 15:43:00,1.63,,United Kingdom,1.63,Sale
581492,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,2,2011-12-09 10:03:00,2.46,,United Kingdom,4.92,Sale
536592,22583,PACK OF 6 HANDBAG GIFT BOXES,1,2010-12-01 17:06:00,5.06,,United Kingdom,5.06,Sale
579414,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-11-29 12:52:00,1.45,14719.0,United Kingdom,17.4,Sale
577768,22568,FELTCRAFT CUSHION OWL,2,2011-11-21 15:18:00,7.46,,United Kingdom,14.92,Sale
577356,22469,HEART OF WICKER SMALL,12,2011-11-18 15:53:00,1.65,16350.0,United Kingdom,19.8,Sale
575875,23228,FILIGREE HEART BIRD WHITE ,1,2011-11-11 13:06:00,2.46,,United Kingdom,2.46,Sale
566625,21136,PAINTED METAL PEARS ASSORTED,8,2011-09-14 09:38:00,1.69,14911.0,EIRE,13.52,Sale
544666,21174,POTTERING IN THE SHED METAL SIGN,4,2011-02-22 15:00:00,2.08,16907.0,United Kingdom,8.32,Sale
580727,22728,ALARM CLOCK BAKELIKE PINK,4,2011-12-05 17:17:00,7.46,14096.0,United Kingdom,29.84,Sale
570467,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-10-10 16:06:00,5.45,12607.0,USA,16.35,Sale
537381,85231B,CINAMMON SET OF 9 T-LIGHTS,6,2010-12-06 13:13:00,0.85,14667.0,United Kingdom,5.1,Sale
573770,23359,SET OF 12 T-LIGHTS VINTAGE DOILY,12,2011-11-01 10:12:00,1.95,15214.0,United Kingdom,23.4,Sale
581021,22393,PAPERWEIGHT VINTAGE COLLAGE,12,2011-12-07 10:24:00,0.39,14769.0,United Kingdom,4.68,Sale
568698,22735,RIBBON REEL SOCKS AND MITTENS,10,2011-09-28 14:57:00,1.65,14911.0,EIRE,16.5,Sale
563567,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-08-17 14:44:00,1.25,13004.0,United Kingdom,15.0,Sale
578262,20712,JUMBO BAG WOODLAND ANIMALS,2,2011-11-23 13:27:00,2.08,18283.0,United Kingdom,4.16,Sale
573542,23414,ZINC BOX SIGN HOME,1,2011-10-31 13:03:00,9.95,14702.0,United Kingdom,9.95,Sale
571036,22595,GINGHAM HEART DECORATION,14,2011-10-13 12:52:00,0.85,17567.0,United Kingdom,11.9,Sale
568901,22429,ENAMEL MEASURING JUG CREAM,6,2011-09-29 13:22:00,4.25,15050.0,United Kingdom,25.5,Sale
537567,22498,WOODEN REGATTA BUNTING,1,2010-12-07 11:59:00,5.95,18119.0,United Kingdom,5.95,Sale
567666,22819,"BIRTHDAY CARD, RETRO SPOT",12,2011-09-21 15:23:00,0.42,12520.0,Germany,5.04,Sale
575867,22629,SPACEBOY LUNCH BOX ,2,2011-11-11 12:44:00,1.95,15034.0,United Kingdom,3.9,Sale
580509,90201B,BLACK ENAMEL FLOWER RING,6,2011-12-04 13:45:00,2.95,12719.0,France,17.700000000000003,Sale
568167,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,2011-09-25 12:45:00,1.45,15706.0,United Kingdom,17.4,Sale
563348,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-08-15 13:48:00,3.95,13078.0,United Kingdom,15.8,Sale
544667,22980,PANTRY SCRUBBING BRUSH,48,2011-02-22 15:09:00,1.45,17511.0,United Kingdom,69.6,Sale
559693,21718,RED METAL BEACH SPADE ,1,2011-07-11 16:21:00,2.46,,United Kingdom,2.46,Sale
540505,85180A,RED HEARTS LIGHT CHAIN ,12,2011-01-09 11:05:00,1.25,17095.0,United Kingdom,15.0,Sale
540026,22216,T-LIGHT HOLDER WHITE LACE,5,2011-01-04 13:25:00,0.81,,United Kingdom,4.050000000000001,Sale
581196,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-12-07 17:25:00,1.45,12935.0,United Kingdom,17.4,Sale
580729,22815,CARD PSYCHEDELIC APPLES,18,2011-12-05 17:24:00,0.42,,United Kingdom,7.56,Sale
557308,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2011-06-19 15:13:00,1.45,16744.0,United Kingdom,1.45,Sale
546429,22023,EMPIRE BIRTHDAY CARD,12,2011-03-13 15:25:00,0.42,17611.0,United Kingdom,5.04,Sale
567850,79321,CHILLI LIGHTS,4,2011-09-22 13:18:00,5.75,15067.0,United Kingdom,23.0,Sale
564141,22222,CAKE PLATE LOVEBIRD WHITE,1,2011-08-23 11:47:00,4.95,17841.0,United Kingdom,4.95,Sale
546223,85194S,HANGING SPRING FLOWER EGG SMALL,24,2011-03-10 12:22:00,0.65,14854.0,United Kingdom,15.6,Sale
576339,22195,LARGE HEART MEASURING SPOONS,5,2011-11-14 15:27:00,3.29,14096.0,United Kingdom,16.45,Sale
559660,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,36,2011-07-11 13:19:00,0.39,16701.0,United Kingdom,14.04,Sale
541932,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,24,2011-01-24 11:39:00,2.95,14439.0,Greece,70.80000000000001,Sale
552358,22918,HERB MARKER PARSLEY,12,2011-05-09 12:20:00,0.65,15673.0,United Kingdom,7.800000000000001,Sale
547964,DOT,DOTCOM POSTAGE,1,2011-03-28 15:45:00,184.6,,United Kingdom,184.6,Sale
546440,22084,PAPER CHAIN KIT EMPIRE,6,2011-03-14 10:31:00,2.95,16871.0,United Kingdom,17.700000000000003,Sale
548194,84637,KITCHEN FLOWER POTS WALL PLAQUE,1,2011-03-29 15:30:00,4.96,,United Kingdom,4.96,Sale
572237,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-10-21 14:49:00,0.83,15152.0,United Kingdom,6.64,Sale
560997,21967,PACK OF 12 SKULL TISSUES,24,2011-07-22 13:59:00,0.29,12627.0,Germany,6.959999999999999,Sale
553148,22325,MOBILE VINTAGE HEARTS ,3,2011-05-13 14:09:00,4.95,,Hong Kong,14.85,Sale
581219,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-12-08 09:28:00,5.79,,United Kingdom,11.58,Sale
576597,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2011-11-15 14:57:00,2.95,14194.0,United Kingdom,35.400000000000006,Sale
566081,23426,METAL SIGN DROP YOUR PANTS,6,2011-09-09 10:09:00,2.89,16293.0,United Kingdom,17.34,Sale
559817,20768,GREEN FERN JOURNAL ,1,2011-07-12 16:20:00,2.46,,United Kingdom,2.46,Sale
575691,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,2011-11-10 16:21:00,3.75,14180.0,United Kingdom,15.0,Sale
549949,22784,LANTERN CREAM GAZEBO ,2,2011-04-13 12:57:00,4.95,13208.0,United Kingdom,9.9,Sale
575410,23355,HOT WATER BOTTLE KEEP CALM,4,2011-11-09 15:50:00,4.95,17705.0,United Kingdom,19.8,Sale
560527,23309,SET OF 60 I LOVE LONDON CAKE CASES ,48,2011-07-19 11:57:00,0.55,15727.0,United Kingdom,26.4,Sale
576696,23293,SET OF 12 FAIRY CAKE BAKING CASES,2,2011-11-16 12:26:00,0.83,16669.0,United Kingdom,1.66,Sale
567672,22575,METAL MERRY CHRISTMAS WREATH,4,2011-09-21 15:39:00,1.95,16085.0,United Kingdom,7.8,Sale
581238,23300,GARDENERS KNEELING PAD CUP OF TEA ,3,2011-12-08 10:53:00,3.29,,United Kingdom,9.87,Sale
580064,23498,CLASSIC BICYCLE CLIPS ,6,2011-12-01 13:32:00,1.45,18077.0,United Kingdom,8.7,Sale
559092,21880,RED RETROSPOT TAPE,12,2011-07-06 10:48:00,0.65,16829.0,United Kingdom,7.800000000000001,Sale
557151,22971,QUEENS GUARD COFFEE MUG,1,2011-06-17 11:04:00,2.55,,United Kingdom,2.55,Sale
538354,22492,MINI PAINT SET VINTAGE ,144,2010-12-10 15:45:00,0.65,16873.0,United Kingdom,93.6,Sale
546983,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-03-18 12:27:00,0.65,16626.0,United Kingdom,10.4,Sale
553833,20724,RED RETROSPOT CHARLOTTE BAG,5,2011-05-19 11:41:00,0.85,17346.0,United Kingdom,4.25,Sale
577855,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1,2011-11-22 11:18:00,1.25,15877.0,United Kingdom,1.25,Sale
540098,22084,PAPER CHAIN KIT EMPIRE,2,2011-01-04 15:50:00,2.95,16241.0,United Kingdom,5.9,Sale
574049,20972,PINK CREAM FELT CRAFT TRINKET BOX ,144,2011-11-02 13:40:00,1.06,13316.0,United Kingdom,152.64,Sale
559055,20754,RETROSPOT RED WASHING UP GLOVES,1,2011-07-05 17:09:00,4.13,,United Kingdom,4.13,Sale
576639,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,2011-11-16 09:43:00,1.45,13894.0,United Kingdom,17.4,Sale
576880,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-11-16 17:03:00,4.95,14911.0,EIRE,19.8,Sale
544598,22863,SOAP DISH BROCANTE,1,2011-02-21 18:10:00,5.79,,United Kingdom,5.79,Sale
554520,22219,LOVEBIRD HANGING DECORATION WHITE ,1,2011-05-24 17:03:00,0.85,17841.0,United Kingdom,0.85,Sale
